Type,Sentence,Grammatical,Is Training,Critical String,Region Start,Region End
<S_XG>,I know that the attempt to fix the ceiling finally damaged nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the ceiling finally damaged nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the ceiling finally damaged nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to repair the apartment finally damaged nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to fix the apartment finally damaged nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the apartment finally damaged nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the apartment finally damaged nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to repair the car eventually destroyed nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to fix the car eventually destroyed nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to overhaul the car eventually destroyed nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to rebuild the car eventually destroyed nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to repair the bike eventually destroyed nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to fix the bike eventually destroyed nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the bike eventually destroyed nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the bike eventually destroyed nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to repair the washing machine eventually destroyed nonetheless,False,True,nonetheless,75,86
<S_XG>,I know that the attempt to fix the washing machine eventually destroyed nonetheless,False,True,nonetheless,72,83
<S_XG>,I know that the attempt to overhaul the washing machine eventually destroyed nonetheless,False,True,nonetheless,77,88
<S_XG>,I know that the attempt to rebuild the washing machine eventually destroyed nonetheless,False,True,nonetheless,76,87
<S_XG>,I know that the attempt to repair the drier eventually destroyed nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to fix the drier eventually destroyed nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to overhaul the drier eventually destroyed nonetheless,False,True,nonetheless,67,78
<S_XG>,I know that the attempt to rebuild the drier eventually destroyed nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to repair the ceiling eventually destroyed nonetheless,False,True,nonetheless,67,78
<S_XG>,I know that the attempt to fix the ceiling eventually destroyed nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to overhaul the ceiling eventually destroyed nonetheless,False,True,nonetheless,69,80
<S_XG>,I know that the attempt to rebuild the ceiling eventually destroyed nonetheless,False,True,nonetheless,68,79
<S_XG>,I know that the attempt to repair the apartment eventually destroyed nonetheless,False,True,nonetheless,69,80
<S_XG>,I know that the attempt to fix the apartment eventually destroyed nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to overhaul the apartment eventually destroyed nonetheless,False,True,nonetheless,71,82
<S_XG>,I know that the attempt to rebuild the apartment eventually destroyed nonetheless,False,True,nonetheless,70,81
<S_XG>,I know that the attempt to repair the car finally destroyed nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to fix the car finally destroyed nonetheless,False,True,nonetheless,57,68
<S_XG>,I know that the attempt to overhaul the car finally destroyed nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to rebuild the car finally destroyed nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to repair the bike finally destroyed nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to fix the bike finally destroyed nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to overhaul the bike finally destroyed nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to rebuild the bike finally destroyed nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to repair the washing machine finally destroyed nonetheless,False,True,nonetheless,72,83
<S_XG>,I know that the attempt to fix the washing machine finally destroyed nonetheless,False,False,nonetheless,69,80
<S_XG>,I know that the attempt to overhaul the washing machine finally destroyed nonetheless,False,False,nonetheless,74,85
<S_XG>,I know that the attempt to rebuild the washing machine finally destroyed nonetheless,False,False,nonetheless,73,84
<S_XG>,I know that the attempt to repair the drier finally destroyed nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to fix the drier finally destroyed nonetheless,False,False,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the drier finally destroyed nonetheless,False,False,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the drier finally destroyed nonetheless,False,False,nonetheless,63,74
<S_XG>,I know that the attempt to repair the ceiling finally destroyed nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to fix the ceiling finally destroyed nonetheless,False,False,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the ceiling finally destroyed nonetheless,False,False,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the ceiling finally destroyed nonetheless,False,False,nonetheless,65,76
<S_XG>,I know that the attempt to repair the apartment finally destroyed nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to fix the apartment finally destroyed nonetheless,False,False,nonetheless,63,74
<S_XG>,I know that the attempt to overhaul the apartment finally destroyed nonetheless,False,False,nonetheless,68,79
<S_XG>,I know that the attempt to rebuild the apartment finally destroyed nonetheless,False,False,nonetheless,67,78
<S_XG>,I know that the attempt to repair the car eventually ruined nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to fix the car eventually ruined nonetheless,False,True,nonetheless,57,68
<S_XG>,I know that the attempt to overhaul the car eventually ruined nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to rebuild the car eventually ruined nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to repair the bike eventually ruined nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to fix the bike eventually ruined nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to overhaul the bike eventually ruined nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to rebuild the bike eventually ruined nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to repair the washing machine eventually ruined nonetheless,False,True,nonetheless,72,83
<S_XG>,I know that the attempt to fix the washing machine eventually ruined nonetheless,False,True,nonetheless,69,80
<S_XG>,I know that the attempt to overhaul the washing machine eventually ruined nonetheless,False,True,nonetheless,74,85
<S_XG>,I know that the attempt to rebuild the washing machine eventually ruined nonetheless,False,True,nonetheless,73,84
<S_XG>,I know that the attempt to repair the drier eventually ruined nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to fix the drier eventually ruined nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the drier eventually ruined nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the drier eventually ruined nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to repair the ceiling eventually ruined nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to fix the ceiling eventually ruined nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the ceiling eventually ruined nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the ceiling eventually ruined nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to repair the apartment eventually ruined nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to fix the apartment eventually ruined nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to overhaul the apartment eventually ruined nonetheless,False,True,nonetheless,68,79
<S_XG>,I know that the attempt to rebuild the apartment eventually ruined nonetheless,False,True,nonetheless,67,78
<S_XG>,I know that the attempt to repair the car finally ruined nonetheless,False,True,nonetheless,57,68
<S_XG>,I know that the attempt to fix the car finally ruined nonetheless,False,True,nonetheless,54,65
<S_XG>,I know that the attempt to overhaul the car finally ruined nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to rebuild the car finally ruined nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to repair the bike finally ruined nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to fix the bike finally ruined nonetheless,False,True,nonetheless,55,66
<S_XG>,I know that the attempt to overhaul the bike finally ruined nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to rebuild the bike finally ruined nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to repair the washing machine finally ruined nonetheless,False,True,nonetheless,69,80
<S_XG>,I know that the attempt to fix the washing machine finally ruined nonetheless,False,False,nonetheless,66,77
<S_XG>,I know that the attempt to overhaul the washing machine finally ruined nonetheless,False,False,nonetheless,71,82
<S_XG>,I know that the attempt to rebuild the washing machine finally ruined nonetheless,False,False,nonetheless,70,81
<S_XG>,I know that the attempt to repair the drier finally ruined nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to fix the drier finally ruined nonetheless,False,False,nonetheless,56,67
<S_XG>,I know that the attempt to overhaul the drier finally ruined nonetheless,False,False,nonetheless,61,72
<S_XG>,I know that the attempt to rebuild the drier finally ruined nonetheless,False,False,nonetheless,60,71
<S_XG>,I know that the attempt to repair the ceiling finally ruined nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to fix the ceiling finally ruined nonetheless,False,False,nonetheless,58,69
<S_XG>,I know that the attempt to overhaul the ceiling finally ruined nonetheless,False,False,nonetheless,63,74
<S_XG>,I know that the attempt to rebuild the ceiling finally ruined nonetheless,False,False,nonetheless,62,73
<S_XG>,I know that the attempt to repair the apartment finally ruined nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to fix the apartment finally ruined nonetheless,False,False,nonetheless,60,71
<S_XG>,I know that the attempt to overhaul the apartment finally ruined nonetheless,False,False,nonetheless,65,76
<S_XG>,I know that the attempt to rebuild the apartment finally ruined nonetheless,False,False,nonetheless,64,75
<S_XG>,I know that the attempt to repair the car eventually wrecked nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to fix the car eventually wrecked nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to overhaul the car eventually wrecked nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to rebuild the car eventually wrecked nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to repair the bike eventually wrecked nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to fix the bike eventually wrecked nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the bike eventually wrecked nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the bike eventually wrecked nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to repair the washing machine eventually wrecked nonetheless,False,True,nonetheless,73,84
<S_XG>,I know that the attempt to fix the washing machine eventually wrecked nonetheless,False,True,nonetheless,70,81
<S_XG>,I know that the attempt to overhaul the washing machine eventually wrecked nonetheless,False,True,nonetheless,75,86
<S_XG>,I know that the attempt to rebuild the washing machine eventually wrecked nonetheless,False,True,nonetheless,74,85
<S_XG>,I know that the attempt to repair the drier eventually wrecked nonetheless,False,True,nonetheless,63,74
<S_XG>,I know that the attempt to fix the drier eventually wrecked nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to overhaul the drier eventually wrecked nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to rebuild the drier eventually wrecked nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to repair the ceiling eventually wrecked nonetheless,False,True,nonetheless,65,76
<S_XG>,I know that the attempt to fix the ceiling eventually wrecked nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to overhaul the ceiling eventually wrecked nonetheless,False,True,nonetheless,67,78
<S_XG>,I know that the attempt to rebuild the ceiling eventually wrecked nonetheless,False,True,nonetheless,66,77
<S_XG>,I know that the attempt to repair the apartment eventually wrecked nonetheless,False,True,nonetheless,67,78
<S_XG>,I know that the attempt to fix the apartment eventually wrecked nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to overhaul the apartment eventually wrecked nonetheless,False,True,nonetheless,69,80
<S_XG>,I know that the attempt to rebuild the apartment eventually wrecked nonetheless,False,True,nonetheless,68,79
<S_XG>,I know that the attempt to repair the car finally wrecked nonetheless,False,True,nonetheless,58,69
<S_XG>,I know that the attempt to fix the car finally wrecked nonetheless,False,True,nonetheless,55,66
<S_XG>,I know that the attempt to overhaul the car finally wrecked nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to rebuild the car finally wrecked nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to repair the bike finally wrecked nonetheless,False,True,nonetheless,59,70
<S_XG>,I know that the attempt to fix the bike finally wrecked nonetheless,False,True,nonetheless,56,67
<S_XG>,I know that the attempt to overhaul the bike finally wrecked nonetheless,False,True,nonetheless,61,72
<S_XG>,I know that the attempt to rebuild the bike finally wrecked nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to repair the washing machine finally wrecked nonetheless,False,True,nonetheless,70,81
<S_XG>,I know that the attempt to fix the washing machine finally wrecked nonetheless,False,False,nonetheless,67,78
<S_XG>,I know that the attempt to overhaul the washing machine finally wrecked nonetheless,False,False,nonetheless,72,83
<S_XG>,I know that the attempt to rebuild the washing machine finally wrecked nonetheless,False,False,nonetheless,71,82
<S_XG>,I know that the attempt to repair the drier finally wrecked nonetheless,False,True,nonetheless,60,71
<S_XG>,I know that the attempt to fix the drier finally wrecked nonetheless,False,False,nonetheless,57,68
<S_XG>,I know that the attempt to overhaul the drier finally wrecked nonetheless,False,False,nonetheless,62,73
<S_XG>,I know that the attempt to rebuild the drier finally wrecked nonetheless,False,False,nonetheless,61,72
<S_XG>,I know that the attempt to repair the ceiling finally wrecked nonetheless,False,True,nonetheless,62,73
<S_XG>,I know that the attempt to fix the ceiling finally wrecked nonetheless,False,False,nonetheless,59,70
<S_XG>,I know that the attempt to overhaul the ceiling finally wrecked nonetheless,False,False,nonetheless,64,75
<S_XG>,I know that the attempt to rebuild the ceiling finally wrecked nonetheless,False,False,nonetheless,63,74
<S_XG>,I know that the attempt to repair the apartment finally wrecked nonetheless,False,True,nonetheless,64,75
<S_XG>,I know that the attempt to fix the apartment finally wrecked nonetheless,False,False,nonetheless,61,72
<S_XG>,I know that the attempt to overhaul the apartment finally wrecked nonetheless,False,False,nonetheless,66,77
<S_XG>,I know that the attempt to rebuild the apartment finally wrecked nonetheless,False,False,nonetheless,65,76
<S_FX>,I know what the attempt to repair eventually damaged it nevertheless,False,True,it,53,55
<S_FX>,I know what the attempt to fix eventually damaged it nevertheless,False,True,it,50,52
<S_FX>,I know what the attempt to overhaul eventually damaged it nevertheless,False,True,it,55,57
<S_FX>,I know what the attempt to rebuild eventually damaged it nevertheless,False,True,it,54,56
<S_FX>,I know what the attempt to repair finally damaged it nevertheless,False,True,it,50,52
<S_FX>,I know what the attempt to fix finally damaged it nevertheless,False,True,it,47,49
<S_FX>,I know what the attempt to overhaul finally damaged it nevertheless,False,True,it,52,54
<S_FX>,I know what the attempt to rebuild finally damaged it nevertheless,False,True,it,51,53
<S_FX>,I know what the attempt to repair eventually destroyed it nevertheless,False,True,it,55,57
<S_FX>,I know what the attempt to fix eventually destroyed it nevertheless,False,True,it,52,54
<S_FX>,I know what the attempt to overhaul eventually destroyed it nevertheless,False,True,it,57,59
<S_FX>,I know what the attempt to rebuild eventually destroyed it nevertheless,False,True,it,56,58
<S_FX>,I know what the attempt to repair finally destroyed it nevertheless,False,True,it,52,54
<S_FX>,I know what the attempt to fix finally destroyed it nevertheless,False,True,it,49,51
<S_FX>,I know what the attempt to overhaul finally destroyed it nevertheless,False,True,it,54,56
<S_FX>,I know what the attempt to rebuild finally destroyed it nevertheless,False,True,it,53,55
<S_FX>,I know what the attempt to repair eventually ruined it nevertheless,False,True,it,52,54
<S_FX>,I know what the attempt to fix eventually ruined it nevertheless,False,True,it,49,51
<S_FX>,I know what the attempt to overhaul eventually ruined it nevertheless,False,True,it,54,56
<S_FX>,I know what the attempt to rebuild eventually ruined it nevertheless,False,True,it,53,55
<S_FX>,I know what the attempt to repair finally ruined it nevertheless,False,True,it,49,51
<S_FX>,I know what the attempt to fix finally ruined it nevertheless,False,True,it,46,48
<S_FX>,I know what the attempt to overhaul finally ruined it nevertheless,False,True,it,51,53
<S_FX>,I know what the attempt to rebuild finally ruined it nevertheless,False,True,it,50,52
<S_FX>,I know what the attempt to repair eventually wrecked it nevertheless,False,True,it,53,55
<S_FX>,I know what the attempt to fix eventually wrecked it nevertheless,False,True,it,50,52
<S_FX>,I know what the attempt to overhaul eventually wrecked it nevertheless,False,True,it,55,57
<S_FX>,I know what the attempt to rebuild eventually wrecked it nevertheless,False,True,it,54,56
<S_FX>,I know what the attempt to repair finally wrecked it nevertheless,False,True,it,50,52
<S_FX>,I know what the attempt to fix finally wrecked it nevertheless,False,True,it,47,49
<S_FX>,I know what the attempt to overhaul finally wrecked it nevertheless,False,True,it,52,54
<S_FX>,I know what the attempt to rebuild finally wrecked it nevertheless,False,True,it,51,53
<S_FX>,I know what the attempt to repair eventually damaged it nonetheless,False,True,it,53,55
<S_FX>,I know what the attempt to fix eventually damaged it nonetheless,False,True,it,50,52
<S_FX>,I know what the attempt to overhaul eventually damaged it nonetheless,False,True,it,55,57
<S_FX>,I know what the attempt to rebuild eventually damaged it nonetheless,False,True,it,54,56
<S_FX>,I know what the attempt to repair finally damaged it nonetheless,False,True,it,50,52
<S_FX>,I know what the attempt to fix finally damaged it nonetheless,False,True,it,47,49
<S_FX>,I know what the attempt to overhaul finally damaged it nonetheless,False,True,it,52,54
<S_FX>,I know what the attempt to rebuild finally damaged it nonetheless,False,True,it,51,53
<S_FX>,I know what the attempt to repair eventually destroyed it nonetheless,False,True,it,55,57
<S_FX>,I know what the attempt to fix eventually destroyed it nonetheless,False,True,it,52,54
<S_FX>,I know what the attempt to overhaul eventually destroyed it nonetheless,False,True,it,57,59
<S_FX>,I know what the attempt to rebuild eventually destroyed it nonetheless,False,True,it,56,58
<S_FX>,I know what the attempt to repair finally destroyed it nonetheless,False,True,it,52,54
<S_FX>,I know what the attempt to fix finally destroyed it nonetheless,False,False,it,49,51
<S_FX>,I know what the attempt to overhaul finally destroyed it nonetheless,False,False,it,54,56
<S_FX>,I know what the attempt to rebuild finally destroyed it nonetheless,False,False,it,53,55
<S_FX>,I know what the attempt to repair eventually ruined it nonetheless,False,True,it,52,54
<S_FX>,I know what the attempt to fix eventually ruined it nonetheless,False,True,it,49,51
<S_FX>,I know what the attempt to overhaul eventually ruined it nonetheless,False,True,it,54,56
<S_FX>,I know what the attempt to rebuild eventually ruined it nonetheless,False,True,it,53,55
<S_FX>,I know what the attempt to repair finally ruined it nonetheless,False,True,it,49,51
<S_FX>,I know what the attempt to fix finally ruined it nonetheless,False,False,it,46,48
<S_FX>,I know what the attempt to overhaul finally ruined it nonetheless,False,False,it,51,53
<S_FX>,I know what the attempt to rebuild finally ruined it nonetheless,False,False,it,50,52
<S_FX>,I know what the attempt to repair eventually wrecked it nonetheless,False,True,it,53,55
<S_FX>,I know what the attempt to fix eventually wrecked it nonetheless,False,True,it,50,52
<S_FX>,I know what the attempt to overhaul eventually wrecked it nonetheless,False,True,it,55,57
<S_FX>,I know what the attempt to rebuild eventually wrecked it nonetheless,False,True,it,54,56
<S_FX>,I know what the attempt to repair finally wrecked it nonetheless,False,True,it,50,52
<S_FX>,I know what the attempt to fix finally wrecked it nonetheless,False,False,it,47,49
<S_FX>,I know what the attempt to overhaul finally wrecked it nonetheless,False,False,it,52,54
<S_FX>,I know what the attempt to rebuild finally wrecked it nonetheless,False,False,it,51,53
<S_XX>,I know that the attempt to repair the car eventually damaged it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to fix the car eventually damaged it nevertheless,True,True,it,58,60
<S_XX>,I know that the attempt to overhaul the car eventually damaged it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to rebuild the car eventually damaged it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to repair the bike eventually damaged it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to fix the bike eventually damaged it nevertheless,True,True,it,59,61
<S_XX>,I know that the attempt to overhaul the bike eventually damaged it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to rebuild the bike eventually damaged it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to repair the washing machine eventually damaged it nevertheless,True,True,it,73,75
<S_XX>,I know that the attempt to fix the washing machine eventually damaged it nevertheless,True,True,it,70,72
<S_XX>,I know that the attempt to overhaul the washing machine eventually damaged it nevertheless,True,True,it,75,77
<S_XX>,I know that the attempt to rebuild the washing machine eventually damaged it nevertheless,True,True,it,74,76
<S_XX>,I know that the attempt to repair the drier eventually damaged it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to fix the drier eventually damaged it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to overhaul the drier eventually damaged it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to rebuild the drier eventually damaged it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to repair the ceiling eventually damaged it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to fix the ceiling eventually damaged it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to overhaul the ceiling eventually damaged it nevertheless,True,True,it,67,69
<S_XX>,I know that the attempt to rebuild the ceiling eventually damaged it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to repair the apartment eventually damaged it nevertheless,True,True,it,67,69
<S_XX>,I know that the attempt to fix the apartment eventually damaged it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to overhaul the apartment eventually damaged it nevertheless,True,True,it,69,71
<S_XX>,I know that the attempt to rebuild the apartment eventually damaged it nevertheless,True,True,it,68,70
<S_XX>,I know that the attempt to repair the car finally damaged it nevertheless,True,True,it,58,60
<S_XX>,I know that the attempt to fix the car finally damaged it nevertheless,True,True,it,55,57
<S_XX>,I know that the attempt to overhaul the car finally damaged it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to rebuild the car finally damaged it nevertheless,True,True,it,59,61
<S_XX>,I know that the attempt to repair the bike finally damaged it nevertheless,True,True,it,59,61
<S_XX>,I know that the attempt to fix the bike finally damaged it nevertheless,True,True,it,56,58
<S_XX>,I know that the attempt to overhaul the bike finally damaged it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to rebuild the bike finally damaged it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to repair the washing machine finally damaged it nevertheless,True,True,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally damaged it nevertheless,True,True,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally damaged it nevertheless,True,True,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally damaged it nevertheless,True,True,it,71,73
<S_XX>,I know that the attempt to repair the drier finally damaged it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to fix the drier finally damaged it nevertheless,True,True,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally damaged it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally damaged it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally damaged it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally damaged it nevertheless,True,True,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally damaged it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally damaged it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally damaged it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally damaged it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally damaged it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally damaged it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to repair the car eventually destroyed it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to fix the car eventually destroyed it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to overhaul the car eventually destroyed it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to rebuild the car eventually destroyed it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to repair the bike eventually destroyed it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to fix the bike eventually destroyed it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to overhaul the bike eventually destroyed it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to rebuild the bike eventually destroyed it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to repair the washing machine eventually destroyed it nevertheless,True,True,it,75,77
<S_XX>,I know that the attempt to fix the washing machine eventually destroyed it nevertheless,True,True,it,72,74
<S_XX>,I know that the attempt to overhaul the washing machine eventually destroyed it nevertheless,True,True,it,77,79
<S_XX>,I know that the attempt to rebuild the washing machine eventually destroyed it nevertheless,True,True,it,76,78
<S_XX>,I know that the attempt to repair the drier eventually destroyed it nevertheless,True,True,it,65,67
<S_XX>,I know that the attempt to fix the drier eventually destroyed it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to overhaul the drier eventually destroyed it nevertheless,True,True,it,67,69
<S_XX>,I know that the attempt to rebuild the drier eventually destroyed it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to repair the ceiling eventually destroyed it nevertheless,True,True,it,67,69
<S_XX>,I know that the attempt to fix the ceiling eventually destroyed it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to overhaul the ceiling eventually destroyed it nevertheless,True,True,it,69,71
<S_XX>,I know that the attempt to rebuild the ceiling eventually destroyed it nevertheless,True,True,it,68,70
<S_XX>,I know that the attempt to repair the apartment eventually destroyed it nevertheless,True,True,it,69,71
<S_XX>,I know that the attempt to fix the apartment eventually destroyed it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to overhaul the apartment eventually destroyed it nevertheless,True,True,it,71,73
<S_XX>,I know that the attempt to rebuild the apartment eventually destroyed it nevertheless,True,True,it,70,72
<S_XX>,I know that the attempt to repair the car finally destroyed it nevertheless,True,True,it,60,62
<S_XX>,I know that the attempt to fix the car finally destroyed it nevertheless,True,True,it,57,59
<S_XX>,I know that the attempt to overhaul the car finally destroyed it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to rebuild the car finally destroyed it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to repair the bike finally destroyed it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to fix the bike finally destroyed it nevertheless,True,True,it,58,60
<S_XX>,I know that the attempt to overhaul the bike finally destroyed it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to rebuild the bike finally destroyed it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to repair the washing machine finally destroyed it nevertheless,True,True,it,72,74
<S_XX>,I know that the attempt to fix the washing machine finally destroyed it nevertheless,True,True,it,69,71
<S_XX>,I know that the attempt to overhaul the washing machine finally destroyed it nevertheless,True,True,it,74,76
<S_XX>,I know that the attempt to rebuild the washing machine finally destroyed it nevertheless,True,True,it,73,75
<S_XX>,I know that the attempt to repair the drier finally destroyed it nevertheless,True,True,it,62,64
<S_XX>,I know that the attempt to fix the drier finally destroyed it nevertheless,True,True,it,59,61
<S_XX>,I know that the attempt to overhaul the drier finally destroyed it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to rebuild the drier finally destroyed it nevertheless,True,True,it,63,65
<S_XX>,I know that the attempt to repair the ceiling finally destroyed it nevertheless,True,True,it,64,66
<S_XX>,I know that the attempt to fix the ceiling finally destroyed it nevertheless,True,True,it,61,63
<S_XX>,I know that the attempt to overhaul the ceiling finally destroyed it nevertheless,True,True,it,66,68
<S_XX>,I know that the attempt to rebuild the ceiling finally destroyed it nevertheless,True,True,it,65,67
